id,name_eng,country,lon,lat,name_ua,name_ru
692638,Steblev,UA,31.097639,49.401859,Стеблів,Стеблёв
692703,Staryy Saltov,UA,36.79393,50.08268,Старий Салтів,Старый Салтов
692709,Staryy Merchyk,UA,35.759041,49.981468,Старий Мерчик,Старый Мерчик
692713,Staryy Krym,UA,37.489342,47.161461,Старий Крим,Старый Крым
692742,Stari Kuty,UA,25.17293,48.270931,Старі Кути,Старые Куты
692749,Stari Bohorodchany,UA,24.5243,48.833611,Старі Богородчани,Старые Богородчаны
692819,Starokozache,UA,29.985279,46.337219,Старокозаче,Староказачье
692829,Starobesheve,UA,38.03051,47.750381,Старобешеве,Старобешево
692844,Starychi,UA,23.558479,49.980011,Старичі,Старичи
692866,Stara Synyava,UA,27.619089,49.60318,Стара Синява,Старая Синява
692944,Stanislav,UA,32.14777,46.569092,Станіслав,Станислав
693001,Serednye Vodyane,UA,23.91041,47.98159,Середнє Водяне,Среднее Водяное
693010,Sribne,UA,32.918671,50.663841,Срібне,Сребное
693028,Spasskoye,UA,35.052422,48.659828,Спаське,Спасское
693044,Spas,UA,24.062929,48.889919,Спас,Спас
693100,Sosnytsya,UA,32.499851,51.523869,Сосниця,Сосница
693176,Solotvyno,UA,23.87035,47.946041,Солотвино,Солотвино
693178,Solotvyn,UA,24.422119,48.702122,Солотвин,Солотвин
693193,Solonka,UA,24.010281,49.75621,Солонка,Солонка
693194,Solonytsivka,UA,36.034641,49.996819,Солоницівка,Солоницевка
693325,Sofiyivka,UA,33.874619,48.049271,Софіївка,Софиевка
693348,Sobolivka,UA,28.650961,49.33604,Соболівка,Соболевка
693510,Slobidka,UA,29.346109,47.88694,Слобідка,Слободка
693546,Sloboda,UA,33.606949,51.198059,Слобода,Слобода
693582,Slavske,UA,23.445869,48.84734,Славське,Славское
693658,Skole,UA,23.51346,49.03717,Сколе,Сколе
693679,Skhodnitsa,UA,23.361691,49.201279,Східниця,Сходница
693700,Skalat,UA,25.978689,49.427319,Скалат,Скалат
693789,Synevyrska Polyana,UA,23.6891,48.584839,Синевирська Поляна,Синевирская Поляна
693791,Synevyr,UA,23.62575,48.48745,Синевир,Синевир
693953,Sholokhove,UA,34.031189,47.69453,Шолохове,Шолохово
693995,Shklo,UA,23.544081,49.956749,Шкло,Шкло
694013,Shyshaky,UA,34.011181,49.881748,Шишаки,Шишаки
694016,Shyryayeve,UA,30.196381,47.38052,Ширяєве,Ширяево
694023,Shyroke,UA,38.231602,47.957111,Широке,Широкое
694025,Shyroke,UA,33.257141,47.69173,Широке,Широкое
694073,Shypyntsi,UA,25.746639,48.37677,Шипинці,Шипинцы
694137,Shevchenkove,UA,37.173481,49.69585,Шевченкове,Шевченково
694148,Shevchenkove,UA,32.203869,46.862888,Шевченкове,Шевченково
694152,Shevchenkove,UA,29.33357,45.556042,Шевченкове,Шевченково
694198,Sheshory,UA,24.98329,48.33197,Шешори,Шешоры
694273,Shchors,UA,31.94504,51.818649,Сновськ,Сновск
694290,Shcherbinovka,UA,37.791019,48.39489,Щербинівка,Щербиновка
694369,Shalyhyne,UA,34.12167,51.571678,Шалигине,Шалыгино
694392,Shabo,UA,30.38595,46.132622,Шабо,Шабо
694403,Seversk,UA,38.100071,48.866989,Сіверськ,Северск
694427,Serpneve,UA,29.019581,46.300941,Серпневе,Серпневое
694467,Sergeyevka,UA,30.37682,46.027199,Сергіївка,Сергеевка
694491,Seredyna-Buda,UA,34.036388,52.189018,Середина-Буда,Середина-Буда
694498,Serebriya,UA,27.719231,48.455929,Серебрія,Серебрия
694548,Sencha,UA,33.34602,50.254822,Сенча,Сенча
694579,Semeykino,UA,39.533661,48.326431,Сімейкине,Семейкино
694590,Semenivka,UA,32.581829,52.178268,Семенівка,Семёновка
694691,Selets,UA,24.20462,50.297119,Сілець,Селец
694712,Syedove,UA,38.156021,47.076778,Сєдове,Седово
694715,Sedniv,UA,31.56496,51.644718,Седнів,Седнев
694725,Schastye,UA,39.2323,48.739632,Щастя,Счастье
694752,Savyntsi,UA,37.06266,49.402569,Савинці,Савинцы
694919,Sakhnovshchyna,UA,35.871979,49.151661,Сахновщина,Сахновщина
694934,Sadzhavka,UA,24.7882,48.566029,Саджавка,Саджавка
864933,Smyga,UA,25.765751,50.239101,Смига,Смыга
7039160,Shkilne,UA,33.897369,45.057579,Шкільне,Школьное
7303923,Stepove,UA,30.079189,46.70385,Степове,Степовое
7522123,Scholkine,UA,35.824699,45.427608,Щолкіне,Щёлкино
694342,Sharovechka,UA,26.911131,49.41457,Шаровечка,Шаровечка
693577,Svyatohirs’k,UA,37.567081,49.0382,Святогірськ,Святогорск
690856,Tyuzler,UA,34.083332,44.466667,Високогірне,Высокогорное
690875,Tysmenychany,UA,24.66626,48.771679,Тисменичани,Тысменичаны
690890,Tynnoye,UA,26.18486,50.601452,Тинне,Тынное
690985,Turbiv,UA,28.72117,49.347881,Турбів,Турбов
691019,Tukhlya,UA,23.47303,48.912182,Тухля,Тухля
691051,Tsybulevka,UA,29.10288,48.387192,Цибулівка,Цибулевка
691052,Tsybli,UA,31.562811,49.994839,Циблі,Цибли
